,Speaker,Date,Article_Link,Location,Word_Count,Inflation_Mentions,Expectation_Mentions,Resolve_Mentions,Optimism_Mentions,Recession_Mentions,Employment_Mentions,Unemployment_Mentions,Wage_Mentions,Instability_Mentions,Crisis_Mentions,Rate_Mentions,Spread_Mentions,Easing_Mentions,Tightening_Metions,Uncertainty_Mentions,Output_Mentions,Declining_Mentions,Rising_Mentions,Concern_Mentions,Labor_Mentions,Interest_Mentions
26_11,Chairman Ben S. Bernanke,2014-01-03,https://www.federalreserve.gov/newsevents/speech/bernanke20140103a.htm,"At the Annual Meeting of the American Economic Association, Philadelphia, Pennsylvania",7266,16,5,0,1,9,19,12,0,1,27,58,1,3,0,1,3,1,1,0,4,22
26_12,Governor Jeremy C. Stein,2014-01-03,https://www.federalreserve.gov/newsevents/speech/stein20140103a.htm,"At the American Economic Association/American Finance Association Joint Luncheon, Philadelphia, Pennsylvania",5445,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,0,1,0,0,4
26_13,Chairman Ben S. Bernanke,2013-12-16,https://www.federalreserve.gov/newsevents/speech/bernanke20131216b.htm,"At the Ceremony Commemorating the Centennial of the Federal Reserve Act, Washington, D.C.",772,2,0,0,0,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4
26_14,Chairman Ben S. Bernanke,2013-12-16,https://www.federalreserve.gov/newsevents/speech/bernanke20131216a.htm,"At the Ceremony Commemorating the Centennial of the Federal Reserve Act, Washington, D.C.",1285,1,0,0,0,3,3,1,0,0,8,5,0,0,0,0,0,0,0,0,0,2
26_15,Governor Daniel K. Tarullo,2013-11-22,https://www.federalreserve.gov/newsevents/speech/tarullo20131122a.htm,"At the Americans for Financial Reform and Economic Policy Institute Conference, Washington, D.C.",5241,0,0,0,0,0,0,0,0,0,24,8,0,1,0,0,0,0,2,3,0,1
26_16,Governor Jerome H. Powell,2013-11-21,https://www.federalreserve.gov/newsevents/speech/powell20131121a.htm,"At the Clearing House 2013 Annual Meeting, New York, New York",3623,0,1,0,0,0,0,0,0,0,6,8,3,0,0,1,0,0,0,3,0,3
26_17,Chairman Ben S. Bernanke,2013-11-19,https://www.federalreserve.gov/newsevents/speech/bernanke20131119a.htm,"At the National Economists Club Annual Dinner, Herbert Stein Memorial Lecture, Washington, D.C.",6254,19,23,0,0,7,37,19,0,0,6,97,0,4,2,4,3,0,0,2,16,29
26_18,Chairman Ben S. Bernanke,2013-11-14,https://www.federalreserve.gov/newsevents/speech/bernanke20131114a.htm,"At the Annual Conference of the Union of Arab Banks, Beirut, Lebanon (via prerecorded video)",535,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1
26_19,Chairman Ben S. Bernanke,2013-11-13,https://www.federalreserve.gov/publications.htm,"At A Teacher Town Hall Meeting: 100 Years of the Federal Reserve, Washington, D.C.",,,,,,,,,,,,,,,,,,,,,,
26_20,Chairman Ben S. Bernanke,2013-11-08,https://www.federalreserve.gov/newsevents/speeches.htm,"At the Fourteenth Jacques Polak Annual Research Conference, Washington, D.C.",,,,,,,,,,,,,,,,,,,,,,
27_1,Governor Jeremy C. Stein,2013-11-07,https://www.federalreserve.gov/newsevents/speech/stein20131107a.htm,"At the Federal Reserve Bank of Chicago and International Monetary Fund Conference, Chicago, Illinois",5105,0,0,0,0,0,0,0,0,0,0,22,0,0,1,1,0,0,0,4,0,3
27_2,Governor Jerome H. Powell,2013-11-04,https://www.federalreserve.gov/newsevents/speech/powell20131104a.htm,"At the Federal Reserve Bank of San Francisco 2013 Asia Economic Policy Conference, San Francisco, California",4542,3,1,0,0,0,2,0,0,0,18,41,1,3,4,1,1,1,0,7,0,20
27_3,Governor Jeremy C. Stein,2013-10-18,https://www.federalreserve.gov/newsevents/speech/stein20131018a.htm,"At the National Bureau of Economic Research Conference: Lessons from the Financial Crisis for Monetary Policy, Boston, Massachusetts",2428,1,0,2,1,0,6,2,0,0,12,2,3,0,0,0,0,0,0,0,0,4
27_4,Governor Daniel K. Tarullo,2013-10-18,https://www.federalreserve.gov/newsevents/speech/tarullo20131018a.htm,"At the Federal Reserve Board and Federal Reserve Bank of Richmond Conference, ""Planning for the Orderly Resolution of a Global Systemically Important Bank"", Washington, D.C.",5406,0,3,5,0,0,0,0,0,0,11,8,1,2,0,2,0,0,0,6,2,3
27_5,Chairman Ben S. Bernanke,2013-10-14,https://www.federalreserve.gov/newsevents/speech/bernanke20131014a.htm,"At the ""Central Bank Independence--Progress and Challenges,"" a Conference Sponsored by the Bank of Mexico, Mexico City, Mexico (via prerecorded video)",1338,15,2,1,0,1,0,0,0,1,7,6,0,1,1,0,1,0,0,0,0,1
27_6,Governor Jerome H. Powell,2013-10-11,https://www.federalreserve.gov/newsevents/speech/powell20131011a.htm,"At the 2013 Institute of International Finance Annual Membership Meeting, Washington, D.C.",1265,1,4,0,0,0,1,1,0,0,1,10,0,1,1,0,0,0,0,2,4,1
27_7,Governor Jeremy C. Stein,2013-10-04,https://www.federalreserve.gov/newsevents/speech/stein20131004a.htm,"At the Federal Reserve Bank of New York Workshop on Fire Sales as a Driver of Systemic Risk in Triparty Repo and other Secured Funding Markets, New York, New York",5042,0,0,0,0,0,0,0,0,0,0,22,0,0,1,1,0,0,0,4,0,3
27_8,Governor Jerome H. Powell,2013-10-03,https://www.federalreserve.gov/newsevents/speech/powell20131003a.htm,"At the Federal Reserve/Conference of State Bank Supervisors, Community Banking Research Conference, St. Louis, Missouri",3260,0,0,0,0,5,0,0,0,0,3,3,0,3,2,0,0,0,0,4,0,3
27_9,Chairman Ben S. Bernanke,2013-10-02,https://www.federalreserve.gov/newsevents/speech/bernanke20131002a.htm,"At the ""Community Banking in the 21st Century,"" a Conference Co-sponsored by the Federal Reserve System and the Conference of State Bank Supervisors, St. Louis, Missouri",1109,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,5,0,1
27_10,Governor Jeremy C. Stein,2013-09-26,https://www.federalreserve.gov/newsevents/speech/stein20130926a.htm,"At the ""Banking, Liquidity and Monetary Policy,"" a Symposium Sponsored by the Center for Financial Studies, Frankfurt, Germany",3060,1,2,0,0,0,4,4,0,0,0,46,2,1,1,1,0,1,1,0,3,5
27_11,Governor Daniel K. Tarullo,2013-09-20,https://www.federalreserve.gov/newsevents/speech/tarullo20130920a.htm,"At the Yale Law School Conference on Challenges in Global Financial Services, New Haven, Connecticut",7973,1,2,1,0,3,6,5,0,2,14,18,1,4,1,2,0,1,3,8,1,3
27_12,Governor Sarah Bloom Raskin,2013-07-17,https://www.federalreserve.gov/newsevents/speech/raskin20130717a.htm,"At the The Exchequer Club Luncheon, Washington, D.C.",4208,0,1,0,0,2,1,0,0,0,2,12,3,5,1,0,0,0,4,0,0,11
27_13,Chairman Ben S. Bernanke,2013-07-10,https://www.federalreserve.gov/newsevents/speech/bernanke20130710a.htm,"At the ""The First 100 Years of the Federal Reserve: The Policy Record, Lessons Learned, and Prospects for the Future,"" a conference sponsored by the National Bureau of Economic Research, Cambridge, Massachusetts",6931,45,13,0,2,4,15,3,2,1,5,40,1,4,0,1,1,0,0,0,1,18
27_14,Governor Jerome H. Powell,2013-07-02,https://www.federalreserve.gov/newsevents/speech/powell20130702a.htm,"At the Deutsche Bundesbank Reception, New York, New York",1850,2,0,0,0,3,3,2,0,0,5,2,0,1,0,0,0,0,3,0,2,1
27_15,Governor Jeremy C. Stein,2013-06-28,https://www.federalreserve.gov/newsevents/speech/stein20130628a.htm,"At the C. Peter McColough Series on International Economics, Council on Foreign Relations, New York, New York",1881,1,4,0,1,0,9,9,0,0,0,14,0,0,0,3,0,0,0,1,4,0
27_16,Governor Jerome H. Powell,2013-06-27,https://www.federalreserve.gov/newsevents/speech/powell20130627a.htm,"At the Bipartisan Policy Center, Washington, D.C.",3801,25,5,0,2,4,27,18,0,2,4,52,1,3,1,0,1,1,0,8,8,6
27_17,Governor Sarah Bloom Raskin,2013-06-06,https://www.federalreserve.gov/newsevents/speech/raskin20130606a.htm,"At the Ohio Bankers Day, Columbus, Ohio",3893,0,0,0,0,0,0,0,0,0,20,6,1,1,0,4,0,0,0,2,0,0
27_18,Vice Chair Janet L. Yellen,2013-06-02,https://www.federalreserve.gov/newsevents/speech/yellen20130602a.htm,"At the International Monetary Conference, Shanghai, China",1797,0,0,0,0,0,0,0,0,0,5,3,0,1,0,1,0,0,0,0,0,0
27_19,Chairman Ben S. Bernanke,2013-06-02,https://www.federalreserve.gov/newsevents/speeches.htm,"At the Baccalaureate Ceremony at Princeton University, Princeton, New Jersey",,,,,,,,,,,,,,,,,,,,,,
27_20,Chairman Ben S. Bernanke,2013-05-18,https://www.federalreserve.gov/newsevents/speech/bernanke20130518a.htm,"At Bard College at Simon's Rock, Great Barrington, Massachusetts",2761,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,1,0,1,1
28_1,Governor Sarah Bloom Raskin,2013-05-16,https://www.federalreserve.gov/newsevents/speech/raskin20130516a.htm,"At the Society of Government Economists and the National Economists Club, Washington, D.C.",3496,14,3,0,1,11,15,11,5,0,11,32,1,5,2,0,1,0,4,0,10,4
28_2,Chairman Ben S. Bernanke,2013-05-10,https://www.federalreserve.gov/newsevents/speech/bernanke20130510a.htm,"At the 49th Annual Conference on Bank Structure and Competition sponsored by the Federal Reserve Bank of Chicago, Chicago, Illinois",4353,0,0,0,0,2,0,0,0,4,20,14,3,2,0,0,0,0,1,1,2,3
28_3,Governor Elizabeth A. Duke,2013-05-09,https://www.federalreserve.gov/newsevents/speech/duke20130509a.htm,"At the Housing Policy Executive Council, Washington, D.C.",3694,0,0,0,0,1,1,1,0,0,2,16,1,0,0,0,0,0,0,6,0,3
28_4,Governor Daniel K. Tarullo,2013-05-03,https://www.federalreserve.gov/newsevents/speech/tarullo20130503a.htm,"At the Peterson Institute for International Economics, Washington, D.C.",6144,0,2,1,0,1,0,0,0,1,14,11,1,7,0,2,0,0,3,8,0,3
28_5,Governor Jeremy C. Stein,2013-04-19,https://www.federalreserve.gov/newsevents/speech/stein20130419a.htm,"At the ""Finding the Right Balance"" 2013 Credit Markets Symposium sponsored by the Federal Reserve Bank of Richmond, Charlotte, North Carolina",5499,0,0,0,0,0,0,0,0,0,12,10,1,2,0,5,2,0,0,2,1,1
28_6,Governor Sarah Bloom Raskin,2013-04-18,https://www.federalreserve.gov/newsevents/speech/raskin20130418a.htm,"At the ""Building a Financial Structure for a More Stable and Equitable Economy"" 22nd Annual Hyman P. Minsky Conference on the State of the U.S. and World Economies, New York, New York",5535,1,0,0,0,29,14,6,18,0,17,18,2,4,0,1,0,1,14,2,12,6
28_7,Governor Jeremy C. Stein,2013-04-17,https://www.federalreserve.gov/newsevents/speech/stein20130417a.htm,"At the ""Rethinking Macro Policy II,"" a conference sponsored by the International Monetary Fund, Washington, D.C.",3172,0,0,2,0,0,0,0,0,0,1,10,1,1,0,2,0,0,0,0,0,2
28_8,Vice Chair Janet L. Yellen,2013-04-16,https://www.federalreserve.gov/newsevents/speech/yellen20130416a.htm,"At the ""Rethinking Macro Policy II,"" a conference sponsored by the International Monetary Fund, Washington, D.C.",1423,16,5,0,0,0,8,3,0,0,8,15,0,0,0,0,0,0,0,2,1,5
28_9,Chairman Ben S. Bernanke,2013-04-12,https://www.federalreserve.gov/newsevents/speech/bernanke20130412a.htm,"At the ""Resilience and Rebuilding for Low-Income Communities: Research to Inform Policy and Practice"" Federal Reserve System Community Affairs Research Conference, Washington, D.C.",3558,0,0,0,0,1,5,4,0,0,1,28,1,3,0,0,0,0,1,0,9,4
28_10,Chairman Ben S. Bernanke,2013-04-08,https://www.federalreserve.gov/newsevents/speech/bernanke20130408a.htm,"At the ""Maintaining Financial Stability: Holding a Tiger by the Tail"" financial markets conference sponsored by the Federal Reserve Bank of Atlanta, Stone Mountain, Georgia",4213,0,2,0,0,5,1,1,0,1,5,14,2,1,0,0,0,1,0,0,1,1
28_11,Vice Chair Janet L. Yellen,2013-04-04,https://www.federalreserve.gov/newsevents/speech/yellen20130404a.htm,"At the Society of American Business Editors and Writers 50th Anniversary Conference, Washington, D.C.",4773,27,23,0,0,2,14,10,0,0,10,63,2,6,1,1,1,1,2,3,3,11
28_12,Chairman Ben S. Bernanke,2013-04-04,https://www.federalreserve.gov/newsevents/speech/20130404a.htm,"At the 13th Annual Redefining Investment Strategy Education (RISE) Forum, Dayton, Ohio (via prerecorded video)",640,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
28_13,Chairman Ben S. Bernanke,2013-03-25,https://www.federalreserve.gov/newsevents/speech/bernanke20130325a.htm,"At the Department of Economics and STICERD (Suntory and Toyota International Centres for Economics and Related Disciplines) Public Discussion in Association with the Bank of England, London School of Economics, London, United Kingdom",2505,2,1,0,0,1,5,1,0,0,15,21,2,4,0,0,1,0,2,4,0,3
28_14,Governor Sarah Bloom Raskin,2013-03-22,https://www.federalreserve.gov/newsevents/speech/raskin20130322.htm,"At the National Community Reinvestment Coalition Annual Conference, Washington, D.C.",4492,0,0,0,0,10,26,10,23,0,2,37,3,5,0,0,0,0,1,1,19,5
28_15,Governor Elizabeth A. Duke,2013-03-08,https://www.federalreserve.gov/newsevents/speech/duke20130308a.htm,"At the Mortgage Bankers Association Mid-Winter Housing Finance Conference, Avon, Colorado",6095,0,0,1,0,1,4,4,0,0,3,38,2,5,2,3,0,1,0,4,3,14
28_16,Governor Jerome H. Powell,2013-03-04,https://www.federalreserve.gov/newsevents/speech/powell20130304a.htm,"At the Institute of International Bankers 2013 Washington Conference, Washington, D.C.",4493,0,4,8,0,0,0,0,1,0,17,6,1,0,0,2,0,0,0,2,0,1
28_17,Vice Chair Janet L. Yellen,2013-03-04,https://www.federalreserve.gov/newsevents/speech/yellen20130302a.htm,"At the 2013 National Association for Business Economics Policy Conference, Washington, D.C.",6438,19,10,0,0,8,43,28,0,0,10,91,0,4,2,1,0,0,0,6,41,26
28_18,Chairman Ben S. Bernanke,2013-03-01,https://www.federalreserve.gov/newsevents/speeches.htm,"At the Annual Monetary/Macroeconomics Conference: The Past and Future of Monetary Policy, sponsored by Federal Reserve Bank of San Francisco, San Francisco, California",,,,,,,,,,,,,,,,,,,,,,
28_19,Governor Sarah Bloom Raskin,2013-02-28,https://www.federalreserve.gov/newsevents/speech/raskin20130228a.htm,"At the 2013 Banking Outlook Conference at the Federal Reserve Bank of Atlanta, Atlanta, Georgia",4455,0,0,0,0,0,0,0,0,0,21,18,1,4,0,0,0,0,0,0,0,8
28_20,Governor Daniel K. Tarullo,2013-02-22,https://www.federalreserve.gov/newsevents/speech/tarullo20130222a.htm,"At the Cornell International Law Journal Symposium: The Changing Politics of Central Banks, New York, New York",4801,3,0,1,0,2,1,0,0,2,22,15,0,1,0,1,0,0,1,10,1,3
29_1,Governor Jerome H. Powell,2013-02-22,https://www.federalreserve.gov/newsevents/speech/powell20130221a.htm,"At the ""U.S. Monetary Policy Forum"" conference sponsored by the University of Chicago Booth School of Business, New York, New York",2522,8,3,0,0,1,0,0,0,0,2,10,0,1,0,0,1,0,4,4,0,7
29_2,Vice Chair Janet L. Yellen,2013-02-11,https://www.federalreserve.gov/newsevents/speech/yellen20130211a.htm,"At the ""A Trans-Atlantic Agenda for Shared Prosperity"" conference sponsored by the AFL-CIO, Friedrich Ebert Stiftung, and the IMK Macroeconomic Policy Institute, Washington, D.C.",5317,11,4,1,0,50,51,31,1,0,7,50,2,2,0,1,1,1,1,1,14,10
29_3,Governor Jeremy C. Stein,2013-02-07,https://www.federalreserve.gov/newsevents/speech/stein20130207a.htm,"At the ""Restoring Household Financial Stability after the Great Recession: Why Household Balance Sheets Matter"" research symposium sponsored by the Federal Reserve Bank of St. Louis, St. Louis, Missouri",6729,1,2,0,0,0,2,1,0,1,7,40,14,2,0,1,0,0,0,11,0,18
29_4,Governor Elizabeth A. Duke,2013-02-05,https://www.federalreserve.gov/newsevents/speech/duke20130205a.htm,"At the Southeastern Bank Management and Directors Conference, University of Georgia, Terry College of Business, Duluth, Georgia",5472,0,2,1,0,2,2,2,0,0,18,21,0,0,0,0,0,0,3,4,0,11
29_5,Vice Chair Janet L. Yellen,2013-01-04,https://www.federalreserve.gov/newsevents/speech/yellen20130104a.htm,"At the American Economic Association/American Finance Association Joint Luncheon, San Diego, California",7310,0,0,0,0,1,0,0,0,1,30,18,5,4,0,5,0,0,6,3,0,3
29_6,Governor Jeremy C. Stein,2012-12-17,https://www.federalreserve.gov/newsevents/speech/stein20121217a.htm,"At the Global Research Forum, International Finance and Macroecomomics, Sponsored by the European Central Bank, Frankfurt am Main, Germany",1770,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,2,0,2
29_7,Governor Daniel K. Tarullo,2012-12-04,https://www.federalreserve.gov/newsevents/speech/tarullo20121204a.htm,"At the Brookings Institution Conference on Structuring the Financial Industry to Enhance Economic Growth and Stability, Washington, D.C.",4320,0,0,0,0,0,0,0,0,0,6,10,0,1,0,0,0,0,4,1,1,1
29_8,Governor Jeremy C. Stein,2012-11-30,https://www.federalreserve.gov/newsevents/speech/stein20121130a.htm,"At the Third Boston University/Boston Fed Conference on Macro-Finance Linkages, Boston, Massachusetts",1847,0,2,0,0,0,0,0,0,0,2,31,0,1,0,0,0,0,2,0,1,2
29_9,Governor Daniel K. Tarullo,2012-11-28,https://www.federalreserve.gov/newsevents/speech/tarullo20121128a.htm,"At the Yale School of Management Leaders Forum, New Haven, Connecticut",5154,0,0,1,0,0,0,0,0,0,27,14,0,0,0,0,0,0,1,2,2,0
29_10,Chairman Ben S. Bernanke,2012-11-20,https://www.federalreserve.gov/newsevents/speech/bernanke20121120a.htm,"At the Economic Club of New York, New York, New York",4918,9,3,2,0,15,20,17,3,0,16,30,5,5,2,6,8,0,1,1,14,7
29_11,Chairman Ben S. Bernanke,2012-11-15,https://www.federalreserve.gov/newsevents/speech/bernanke20121115a.htm,"At the Operation HOPE Global Financial Dignity Summit, Atlanta, Georgia",3900,0,0,0,0,4,4,3,0,0,9,23,0,2,2,0,0,0,0,6,2,5
29_12,Vice Chair Janet L. Yellen,2012-11-13,https://www.federalreserve.gov/newsevents/speech/yellen20121113a.htm,"At the Haas School of Business, University of California, Berkeley, Berkeley, California",7656,86,23,1,0,3,61,36,0,1,10,105,1,2,2,0,3,0,4,12,3,11
29_13,Governor Elizabeth A. Duke,2012-11-09,https://www.federalreserve.gov/newsevents/speech/duke20121109a.htm,"At the Community Bankers Symposium, Chicago, Illinois",4901,0,0,0,0,1,0,0,0,0,4,29,2,1,0,0,0,0,1,10,0,8
29_14,Chairman Ben S. Bernanke,2012-10-14,https://www.federalreserve.gov/newsevents/speech/bernanke20121014a.htm,"At the ""Challenges of the Global Financial System: Risks and Governance under Evolving Globalization,"" A High-Level Seminar sponsored by Bank of Japan-International Monetary Fund, Tokyo, Japan",1700,9,1,0,0,1,4,2,0,0,3,9,0,4,0,0,0,1,0,2,3,2
29_15,Governor Jeremy C. Stein,2012-10-11,https://www.federalreserve.gov/newsevents/speech/stein20121011a.htm,"At the Brookings Institution, Washington, D.C.",5994,4,8,1,0,0,7,5,0,0,3,79,6,3,0,2,0,0,1,4,1,11
29_16,Vice Chair Janet L. Yellen,2012-10-11,https://www.federalreserve.gov/newsevents/speech/yellen20121011a.htm,"At the Institute of International Finance Annual Membership Meeting, Tokyo, Japan",1383,0,0,0,0,11,2,1,0,0,5,1,0,1,0,1,2,0,0,1,1,1
29_17,Governor Daniel K. Tarullo,2012-10-10,https://www.federalreserve.gov/newsevents/speech/tarullo20121010a.htm,"At the Distinguished Jurist Lecture, University of Pennsylvania Law School, Philadelphia, Pennsylvania",10663,0,0,1,0,1,0,0,0,5,14,12,1,4,0,0,0,2,4,12,6,5
29_18,Governor Elizabeth A. Duke,2012-10-05,https://www.federalreserve.gov/newsevents/speech/duke20121005a.htm,"At the Federal Reserve Bank of New York, New York, New York",5789,0,1,0,0,2,5,5,0,0,7,39,1,4,1,0,0,0,2,2,1,3
29_19,Chairman Ben S. Bernanke,2012-10-01,https://www.federalreserve.gov/newsevents/speech/bernanke20121001a.htm,"At the Economic Club of Indiana, Indianapolis, Indiana",4367,15,4,0,0,2,12,7,0,1,5,57,0,4,1,0,0,0,0,7,0,39
29_20,Chairman Ben S. Bernanke,2012-08-31,https://www.federalreserve.gov/monetarypolicy.htm,"At the Federal Reserve Bank of Kansas City Economic Symposium, Jackson Hole, Wyoming",,,,,,,,,,,,,,,,,,,,,,
30_1,Chairman Ben S. Bernanke,2012-08-07,https://www.federalreserve.gov/newsevents/speech/bernanke20120807a.htm,"At the Conversation with the Chairman: A Teacher Town Hall Meeting, Federal Reserve Board, Washington, D.C.",1147,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,4
30_2,Chairman Ben S. Bernanke,2012-08-06,https://www.federalreserve.gov/newsevents/speech/bernanke20120806a.htm,"At the 32nd General Conference of the International Association for Research in Income and Wealth, Cambridge, Massachusetts (via prerecorded video)",1603,1,0,0,1,1,3,0,0,0,1,5,0,0,0,2,0,0,0,0,0,4
